				
				
				
				
				
				
"
 Martin Noak

 Mail:  martin.noak@desy.de
 Geb.: 1e/ Raum EG.513 
 Tel.:  3329
"	"
 Messdatum: TT.MM.2010
 
"			
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
"Point Group
Berechnung IstPositionen::Flugzeitdetektor_links - IST"				
Point Name		X	Y	Z
FD4.1		3976.1926	1339.2902	-613.53
FD4.10		3908.4023	1498.7598	681.2081
FD4.11		3870.9094	1583.0475	683.7854
FD4.12		3834.9023	1665.6245	685.2691
FD4.13		3798.1401	1748.3852	682.7617
FD4.15		3758.2304	1840.0415	682.3468
FD4.2		3909.5949	1490.315	-613.5891
FD4.3		3902.6082	1506.0925	-612.7464
FD4.4		3835.7438	1657.5474	-613.478
FD4.5		3829.1377	1673.1877	-614.0512
FD4.6		3762.441	1824.8133	-612.5228
FD4.7		3755.0693	1839.8966	-611.0798
FD4.8		3978.919	1337.581	681.7621
FD4.9		3944.7928	1414.5479	681.274
FD5.10		2570.5304	2708.8736	-961.2805
FD5.1		3750.5088	2135.2668	-957.0979
FD5.11		3747.0398	2131.2249	943.9242
FD5.14		3283.4203	2356.2342	944.4885
FD5.15		3271.3013	2361.9195	940.9408
FD5.16		3047.8449	2470.9673	943.3846
FD5.17		3034.0549	2477.1855	942.942
FD5.18		2808.7301	2586.7344	941.6087
FD5.19		2793.9855	2593.9385	941.3531
FD5.20		2569.6954	2701.9404	940.6727
FD5.2		3525.0649	2244.7163	-958.4255
FD5.3		3510.867	2252.15	-957.8287
FD5.4		3286.3757	2361.5483	-960.6839
FD5.5		3271.6137	2368.3015	-960.7203
FD5.8		2810.4559	2592.6034	-958.9622
FD5.9		2795.6865	2599.4995	-959.9894
FD6.1		2438.951	2656.9994	-957.4242
FD6.10		1131.2271	2655.7352	-958.5106
FD6.11		1116.129	2655.2201	-957.054
FD6.12		866.0196	2654.0376	-959.3267
FD6.13		850.5948	2654.0831	-959.8357
FD6.16		331.8769	2648.9073	-952.2942
FD6.17		2434.1249	2653.7701	943.238
FD6.18		2184.5153	2654.0097	945.0015
FD6.19		2168.155	2654.2424	945.1782
FD6.20		1920.1273	2654.3862	943.959
FD6.2		2188.3399	2657.6113	-959.4813
FD6.21		1904.9091	2654.42	944.2623
FD6.24		1391.4642	2654.3057	946.843
FD6.25		1376.1009	2654.4348	946.9502
FD6.26		1125.5032	2654.0234	945.1947
FD6.27		1109.7513	2654.5548	945.0359
FD6.3		2172.6377	2657.2258	-957.481
FD6.32		328.2378	2649.2643	933.7488
FD6.41		2469.6253	2659.5955	-957.5366
FD6.42		2465.3108	2656.5402	943.2855
FD6.43		95.1393	2652.4037	930.7275
FD6.44		100.3998	2652.1911	-956.0307
FD6.8		1396.1392	2656.8258	-958.6709
FD6.9		1380.5154	2656.0808	-957.9162
FDG.6		3679.6467	897.7411	1075.0368
FDG.7		3548.2928	684.806	1088.6624
FDG.8		3536.7227	687.2169	-301.8304
FDG.9		3676.8851	899.4218	-123.6209
FDG.10		3674.5764	904.2171	-1073.0687
FDG.15		-66.5848	2548.7965	-1684.0097
FDG.16		-111.8525	2271.5799	-695.3542
FDG.17		-111.94	2270.065	-29.9003
FDG.18		-110.4638	2227.3878	1413.0685
LFDIM		3548.1238	711.7769	-389.3507
LFDIT		3545.0887	710.3734	218.261
LFDSB		3649.9313	859.9591	-1130.876
LFDSM		3652.0217	847.3461	-411.645
LFDST		3652.9258	852.94	-5.0792
LFUOB		-44.6323	2621.1652	-1216.1018
LFUOM		-46.7905	2465.8453	-884.7559
LFUSM		-87.3296	2224.42	-849.1566
LFUST		-87.4651	2234.2176	-83.1237
"Point Group
Berechnung IstPositionen::Flugzeitdetektor_rechts - IST"				
Point Name		X	Y	Z
FD1.1		2442.9762	-2654.6361	-957.9455
FD1.12		869.6855	-2656.2043	-958.4033
FD1.13		853.0528	-2656.4561	-958.1532
FD1.16		336.063	-2653.8582	-948.7367
FD1.17		2443.7373	-2655.4586	943.2975
FD1.18		2195.3606	-2655.2841	943.5413
FD1.19		2178.7419	-2654.9265	942.0939
FD1.22		1664.5373	-2654.9001	944.0221
FD1.23		1645.9367	-2654.7377	944.7599
FD1.24		1397.7601	-2654.5679	945.1293
FD1.25		1380.6691	-2654.8781	943.8916
FD1.28		867.2065	-2654.2734	943.7535
FD1.29		851.2522	-2653.6644	943.8469
FD1.32		333.5153	-2650.9731	937.2857
